ProductCategory,StockCode,Description,OrderCount,UnitsSold,TotalRevenue,AvgUnitPrice,UniqueCustomers
Uncategorised,90196B,BLACK GEMSTONE NECKLACE 45CM,4,4,51.0,12.75,4
Novelty & Gifts,84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,3,3,50.85,16.95,3
Stationery & Cards,20910,VINTAGE PHOTO ALBUM PARIS DAYS,3,8,50.8,6.35,2
Uncategorised,90082D,DIAMANTE BOW BROOCH BLACK COLOUR,4,8,50.8,6.35,4
Uncategorised,90199A,5 STRAND GLASS NECKLACE BLACK,3,8,50.8,6.35,3
Uncategorised,21460,GREEN EASTER EGG HUNT START POST,9,26,50.7,1.95,9
Home Décor,17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,2,24,50.4,2.1,2
Uncategorised,47348A,FUSCHIA VOILE POINTY SHOE DEC,15,97,50.31,0.7,11
Uncategorised,44242B,PINK FEATHERS CURTAIN,3,52,50.28,0.94,3
Kitchenware & Dining,35265,COLOURFUL FLOWER FRUIT BOWL,11,16,50.25,2.32,11
Bags & Accessories,90129C,GREEN GLASS TASSLE BAG CHARM,6,17,50.15,2.95,6
Uncategorised,90177D,DROP DIAMANTE EARRINGS PURPLE,6,17,50.15,2.95,5
Candles & Lighting,72812,LARGE ZINC GLASS CANDLEHOLDER,4,18,49.98,3.12,3
Novelty & Gifts,90086,CRYSTAL FROG PHONE CHARM,11,85,49.93,1.29,5
Uncategorised,23197,VEGETABLE MAGNETIC  SHOPPING LIST,3,36,49.8,1.38,3
Kitchenware & Dining,23015,CORDIAL JUG,2,6,49.5,8.25,2
Stationery & Cards,23413,DECROTIVEVINTAGE COFFEE GRINDER BOX,4,10,49.5,4.95,4
Christmas & Seasonal,21816,CHRISTMAS TREE T-LIGHT HOLDER,7,34,49.3,1.45,6
Candles & Lighting,72133,COLUMBIAN CANDLE RECTANGLE,13,39,48.75,1.25,11
Stationery & Cards,84497,BUTTONS AND STRIPES NOTEBOOK ,7,13,48.75,3.75,7
Home Décor,21943,CAKES AND RABBITS DESIGN FLANNEL ,10,57,48.45,0.85,7
Stationery & Cards,21720,CAKE SHOP  STICKER SHEET,8,57,48.45,0.85,8
Toys & Games,20697,LITTLE GREEN MONSTER SOFT TOY,9,19,48.45,2.55,8
Uncategorised,84402B,PURPLE DRESS JEWELLERY STAND,3,61,48.19,0.79,3
Uncategorised,90031,BILI NUT AND WOOD NECKLACE,5,48,48.0,1.0,5
Uncategorised,90036A,FLOWER GARLAND NECKLACE RED,4,6,47.7,7.95,3
Uncategorised,90036C,"FLOWER GLASS GARLAND NECKL.36""BLUE",2,6,47.7,7.95,2
Home Décor,23539,"WALL ART , LOVES' SECRET ",2,8,47.6,5.95,2
Uncategorised,90070,RUBY GLASS CLUSTER BRACELET,3,8,47.6,5.95,3
Uncategorised,90123B,TURQUOISE HEART OF GLASS BRACELET,4,8,47.6,5.95,4
Uncategorised,17084J,LOVE POTION MASALA INCENSE,8,225,47.25,0.21,8
Uncategorised,21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",4,7,47.25,6.75,4
Bags & Accessories,90129F,RED GLASS TASSLE BAG CHARM,5,16,47.2,2.95,5
Home Décor,84706F,RED PEONY TABLE CLOCK,10,16,47.2,2.95,9
Uncategorised,84086B,YELLOW/BLUE RETRO RADIO,7,16,47.2,2.95,3
Uncategorised,84715,SET OF 6 ICE CREAM SKITTLES,3,16,47.2,2.95,3
Candles & Lighting,72134,COLUMBIAN  CUBE CANDLE ,8,98,47.18,0.74,6
Bags & Accessories,84857B,BLUE MONTE CARLO HANDBAG,1,24,46.8,1.95,1
Uncategorised,84750A,PINK SMALL GLASS CAKE STAND,1,24,46.8,1.95,1
Uncategorised,84549,CROCHET WHITE RABBIT KEYRING ,3,31,46.35,1.58,3
Christmas & Seasonal,35833P,4 PINK FLOCK CHRISTMAS BALLS,11,37,46.25,1.25,8
Uncategorised,23107,WHITE WIRE PLANT POT HOLDER,2,16,46.24,2.89,2
Uncategorised,84801B,WHITE HYDRANGEA ART FLOWER,3,22,46.2,2.1,3
Home Décor,85160B,BLACK BIRD GARDEN DESIGN MUG,15,105,46.11,0.44,15
Candles & Lighting,23047,PAPER LANTERN 5 POINT STUDDED STAR,4,8,46.0,5.75,4
Uncategorised,35916C,PINK FELT HANGING HEART W FLOWER,5,54,45.9,0.85,5
Uncategorised,85031A,ROMANTIC IMAGES SCRAP BOOK SET,7,16,45.9,3.89,7
Kitchenware & Dining,21089,SET/6 GREEN SPRING PAPER CUPS,24,231,45.73,0.23,23
Kitchenware & Dining,84247L,FAWN AND MUSHROOM GREETING CARD,8,108,45.36,0.42,8
Candles & Lighting,21413,PERIWINKLE T-LIGHT HOLDER,10,36,45.0,1.25,8
Uncategorised,90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,5,12,45.0,3.75,5
Uncategorised,90155,RESIN NECKLACE W PASTEL BEADS,4,6,45.0,7.5,4
Stationery & Cards,21847,GREEN  DIAMANTE PEN IN GIFT BOX,5,9,44.55,4.95,5
Stationery & Cards,90142D,MOP PENDANT SHELL NECKLACE,3,9,44.55,4.95,3
Uncategorised,90133,TEAL/FUSCHIA COL BEAD NECKLACE,3,9,44.55,4.95,3
Uncategorised,90161A,ANT COPPER RED BOUDICCA BRACELET,6,9,44.55,4.95,6
Toys & Games,85185D,FROG SOCK PUPPET,8,15,44.25,2.95,7
Stationery & Cards,20653,CHERRY BLOSSOM LUGGAGE TAG,6,33,43.67,1.65,5
Bags & Accessories,47344B,BLUE FLOWER DES PURSE,6,44,43.66,0.97,6
Uncategorised,79063C,"RETRO PILL BOX KEY CHAIN,THE KING",14,235,43.65,0.19,13
Home Décor,46138B,BLUE CHENILLE SHAGGY CUSHION COVER ,12,43,43.15,1.03,8
Uncategorised,90035A,"PEARL & SHELL 42""NECKL. GREEN",2,4,43.0,10.75,1
Candles & Lighting,79144B,PAINTED LIGHTBULB STAR+ MOON,15,108,42.96,0.41,14
Home Décor,22987,WRAP SUMMER ROSE DESIGN,4,100,42.0,0.42,4
Stationery & Cards,16156L,"WRAP, CAROUSEL",4,100,42.0,0.42,4
Stationery & Cards,23231,WRAP  VINTAGE DOILEY ,2,100,42.0,0.42,2
Uncategorised,17084A,TRANQUILITY MASALA INCENSE,7,200,42.0,0.21,7
Uncategorised,90050,CRACKED GLAZE NECKLACE IVORY,2,6,41.7,6.95,2
Uncategorised,90051,CRACKED GLAZE NECKLACE RED,3,6,41.7,6.95,3
Candles & Lighting,23045,PAPER LANTERN 5 POINT STAR MOON 30,5,10,41.5,4.15,5
Home Décor,15030,FAN BLACK FRAME ,12,143,41.47,0.29,11
Uncategorised,85089,CANDY SPOT BUNNY,5,14,41.3,2.95,5
Uncategorised,90162C,ANT SILVER FUSCHIA BOUDICCA RING,7,14,41.3,2.95,3
Stationery & Cards,90013C,GREEN VINTAGE EARRINGS ,4,11,41.25,3.75,4
Stationery & Cards,90064B,BLACK VINTAGE  CRYSTAL EARRINGS,6,11,41.25,3.75,6
Uncategorised,23448,CREAM BUNNY EASTER EGG BASKET,3,25,41.25,1.65,3
Uncategorised,75013B,"STRING OF 8 BUTTERFLIES,PINK",6,25,41.25,1.65,6
Uncategorised,84921,CREAM AND PINK FLOWERS PONY ,5,11,41.25,3.75,5
Bags & Accessories,20662,FIRST CLASS HOLIDAY PURSE ,5,11,40.97,4.09,4
Uncategorised,84673A,PINK FLY SWAT,25,63,40.95,0.65,21
Toys & Games,20698,LITTLE PINK MONSTER SOFT TOY,7,16,40.8,2.55,7
Uncategorised,23148,MINITURE ANTIQUE ROSE HOOK IVORY,4,48,40.8,0.85,4
Uncategorised,90174,BUTTERFLY HAIR BAND,4,16,40.8,2.55,4
Uncategorised,10120,DOGGY RUBBER,29,193,40.53,0.21,25
Uncategorised,85092,CANDY SPOT TEA COSY,2,27,40.05,2.3,2
Uncategorised,90214C,"LETTER ""C"" BLING KEY RING",9,52,40.04,0.82,7
Home Décor,23462,ROCOCO WALL MIROR,1,2,39.9,19.95,1
Uncategorised,90124B,BLUE MURANO TWIST NECKLACE,3,4,39.8,9.95,3
Uncategorised,84927D,LA PALMIERA TILE HOOK,11,45,39.78,0.82,9
Uncategorised,84725,FREESTYLE CANVAS ART PICTURE,18,41,39.65,1.24,16
Kitchenware & Dining,22972,CHILDRENS SPACEBOY MUG,2,24,39.6,1.65,2
Uncategorised,90122A,PINK CRYSTAL+GLASS BRACELET,3,8,39.6,4.95,3
Uncategorised,84575A,PINK DOG CANNISTER,4,14,39.3,3.95,4
Home Décor,21307,SET/4 BUTTERFLY MIRROR MAGNETS,13,79,39.2,1.26,11
Christmas & Seasonal,22950,SET OF 36 VINTAGE CHRISTMAS DOILIES,6,27,39.15,1.45,6
Stationery & Cards,84534B,FAIRY CAKE NOTEBOOK A5 SIZE,5,46,39.1,0.85,5
Uncategorised,35910A,MULTICOLOUR EASTER RABBIT ,4,20,39.0,1.95,4
Uncategorised,47341A,FUSCHIA TABLE RUN FLOWER ,5,27,38.75,1.75,5
Uncategorised,84751B,BLACK MEDIUM GLASS CAKE STAND,8,19,38.69,1.78,8
Kitchenware & Dining,21393,BLUE POLKADOT PUDDING BOWL,7,29,38.67,1.46,7
Kitchenware & Dining,47420,ASSORTED COLOUR SUCTION CUP HOOK,13,202,38.38,0.19,11
Bags & Accessories,16207A,PINK STRAWBERRY HANDBAG ,5,13,38.35,2.95,4
Uncategorised,90177C,DROP DIAMANTE EARRINGS CRYSTAL,3,13,38.35,2.95,3
Home Décor,84907,PINK YELLOW PATCH CUSHION COVER,3,5,38.25,7.65,3
Home Décor,84925D,LA PALMIERA WALL THERMOMETER,10,15,38.25,2.55,8
Uncategorised,84617,NEW BAROQUE BLACK BOXES,3,3,38.25,12.75,3
Uncategorised,85086A,CANDY SPOT HEART DECORATION,8,45,38.25,0.85,8
Uncategorised,90101,WHITE FRANGIPANI NECKLACE,4,15,38.25,2.55,3
Kitchenware & Dining,21392,RED POLKADOT PUDDING BOWL,6,32,38.13,1.37,5
Candles & Lighting,23038,T-LIGHT HOLDER SILVER SAUCER,6,41,38.03,1.23,4
Home Décor,81952B,ROUND BLUE CLOCK WITH SUCKER,9,200,38.0,0.19,9
Uncategorised,84033,FLAG OF ST GEORGE ,7,23,37.95,1.65,7
Uncategorised,84809B,PINK CHRYSANTHEMUMS ART FLOWER,1,18,37.8,2.1,1
Candles & Lighting,23043,PAPER LANTERN 9 POINT HOLLY STAR 40,3,6,37.5,6.25,3
Home Décor,20700,GREEN CAT FLORAL CUSHION COVER ,4,10,37.5,3.75,4
Uncategorised,90002D,FLOWER BURST SILVER RING CRYSTAL,6,10,37.5,3.75,5
Uncategorised,90072,RUBY DROP CHANDELIER EARRINGS,3,10,37.5,3.75,2
Candles & Lighting,72709,IVORY SCULPTED RND CANDLE ,7,44,37.4,0.85,4
Kitchenware & Dining,22837,HOT WATER BOTTLE BABUSHKA LARGE,1,8,37.2,4.65,1
Candles & Lighting,71510,SQUARE METAL CANDLEHOLDER BASE,8,52,36.52,0.81,5
Kitchenware & Dining,17090D,VANILLA INCENSE 40 CONES IN TIN,12,29,36.25,1.25,6
Uncategorised,90210A,GREY ACRYLIC FACETED BANGLE,3,26,35.9,1.82,3
Uncategorised,85216,ASSORTED CAKES FRIDGE MAGNETS,8,55,35.75,0.65,6
Uncategorised,35911B,PINK/FLOWER RABBIT EGG WARMER ,4,17,35.7,2.1,4
Uncategorised,84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,3,14,35.7,2.55,3
Uncategorised,90000D,COPPER/OLIVE GREEN FLOWER NECKLACE,4,6,35.7,5.95,4
Uncategorised,90012B,BLACK DROP CRYSTAL NECKLACE,2,12,35.4,2.95,2
Uncategorised,90186B,CRYSTAL HOOP EARRING FLORAL LEAF,6,12,35.4,2.95,6
Uncategorised,90202D,PINK ENAMEL FLOWER HAIR TIE,2,12,35.4,2.95,2
Bags & Accessories,20661,BLUE POLKADOT PURSE ,5,9,35.07,4.65,3
Candles & Lighting,72369A,PINK CLEAR GLASS CANDLE PLATE,3,28,35.0,1.25,3
Uncategorised,79063D,"RETRO PILL BOX , REVOLUTIONARY",10,189,34.91,0.19,9
Uncategorised,23196,LEAVES MAGNETIC  SHOPPING LIST,2,24,34.8,1.45,2
Bags & Accessories,90049,IVORY GOLD METAL BAG CHARM,3,5,34.77,8.29,2
Uncategorised,90214K,"LETTER ""K"" BLING KEY RING",12,47,34.75,1.01,6
Uncategorised,90157,RIVIERA NECKLACE,2,7,34.65,4.95,2
Home Décor,71495A,CD WALL TIDY BLUE OFFICE,2,96,34.56,0.36,2
Uncategorised,84226,HEN HOUSE W FAMILY IN BARN & NEST,9,49,34.51,0.83,9
Home Décor,22407,MONEY BOX FIRST AID DESIGN,10,43,34.32,1.2,9
Uncategorised,20827,GOLD APERITIF GLASS,2,88,34.32,0.39,1
Kitchenware & Dining,84251G,"GREETING CARD, OVERCROWDED POOL.",15,180,34.2,0.19,15
Bags & Accessories,84922,PINK BUTTERFLY WASHBAG,5,8,34.0,4.25,5
Uncategorised,90018B,GOLD M.O.P ORBIT DROP EARRINGS,5,8,34.0,4.25,5
Uncategorised,90023,FILIGREE DIAMANTE EARRINGS,4,8,34.0,4.25,2
Uncategorised,90024B,NEW BAROQUE B'FLY NECKLACE RED,2,4,34.0,8.5,2
Home Décor,81950B,FLOWER BLUE CLOCK WITH SUCKER,8,117,33.93,0.29,8
Bags & Accessories,84873A,FUNKY FLOWER PICNIC BAG FOR 4,2,2,33.9,16.95,2
Candles & Lighting,17136A,BLUE STONES ON WIRE FOR CANDLE,17,404,33.75,0.1,16
Stationery & Cards,20980,36 PENCILS TUBE POSY,11,27,33.75,1.25,10
Novelty & Gifts,90087,CRYSTAL SEA HORSE PHONE CHARM,8,90,33.66,1.17,4
Candles & Lighting,72783,BLACK SIL'T SQU CANDLE PLATE ,2,16,33.6,2.1,2
Toys & Games,23390,DOLLY GIRL MINI RUCKSACK,2,8,33.2,4.15,2
Kitchenware & Dining,37423,WHITE WITH BLACK CATS PLATE,3,78,33.18,0.54,3
Bags & Accessories,62094B,TURQ ICE CREAM BUM BAG ,3,13,33.15,2.55,2
Home Décor,84906,PINK BUTTERFLY CUSHION COVER,4,17,33.15,1.95,3
Uncategorised,90094,NECKLACE+BRACELET SET FRUIT SALAD ,12,13,33.15,2.55,12
Uncategorised,17109D,FLOWER FAIRY INCENSE BOUQUET,5,61,32.35,0.9,4
Kitchenware & Dining,37444A,YELLOW BREAKFAST CUP AND SAUCER,14,49,31.91,0.87,9
Uncategorised,84824,DANISH ROSE UMBRELLA STAND,2,2,31.9,15.95,2
Uncategorised,90036B,"FLOWER GLASS GARLAND NECKL.36""GREEN",2,4,31.8,7.95,2
Uncategorised,90036F,"FLOWER GLASS GARLD NECKL36""TURQUOIS",1,4,31.8,7.95,1
Christmas & Seasonal,20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,7,25,31.25,1.25,7
Kitchenware & Dining,37444C,PINK BREAKFAST CUP AND SAUCER ,7,21,31.23,1.24,5
Stationery & Cards,23366,SET 12 COLOUR PENCILS DOILEY,3,48,31.2,0.65,3
Uncategorised,79406,FROSTED WHITE BASE ,6,140,30.8,0.22,6
Kitchenware & Dining,22937,BAKING MOULD CHOCOLATE CUP CAKES,2,12,30.6,2.55,2
Kitchenware & Dining,22937,BAKING MOULD CUPCAKE CHOCOLATE,1,12,30.6,2.55,1
Uncategorised,44228,CANNABIS LEAF BEAD CURTAIN,2,36,30.6,0.85,2
Uncategorised,85018D,YULETIDE IMAGES S/6 PAPER BOXES,7,12,30.6,2.55,6
Christmas & Seasonal,23437,GIFT BAG LARGE 50'S CHRISTMAS,2,24,30.0,1.25,2
Christmas & Seasonal,35610B,BLACK CHRISTMAS FLOCK DROPLET ,1,24,30.0,1.25,1
Christmas & Seasonal,35610C,WHITE CHRISTMAS FLOCK DROPLET ,1,24,30.0,1.25,1
Home Décor,23396,BUTTERFLY CUSHION COVER,2,8,30.0,3.75,2
Kitchenware & Dining,21486,PINK HEART DOTS HOT WATER BOTTLE,4,8,30.0,3.75,4
Kitchenware & Dining,23250,ENAMEL BOWL PANTRY,2,24,30.0,1.25,2
Kitchenware & Dining,23252,ENAMEL JUG PANTRY,2,8,30.0,3.75,2
Uncategorised,22953,BIRTHDAY BANNER TAPE,1,24,30.0,1.25,1
Uncategorised,90003E,GREEN PAIR HEART HAIR SLIDES,2,8,30.0,3.75,2
Uncategorised,90022,EDWARDIAN DROP EARRINGS JET BLACK,4,8,30.0,3.75,4
Uncategorised,90163A,PINK ROSEBUD & PEARL NECKLACE,2,4,30.0,7.5,2
Uncategorised,21310,CAPIZ CHANDELIER,1,1,29.95,29.95,1
Kitchenware & Dining,21667,GLASS CAKE COVER AND PLATE,1,2,29.9,14.95,1
Uncategorised,90014C,SILVER/BLACK ORBIT NECKLACE,2,3,29.85,9.95,2
Uncategorised,90136,PALE PINK/AMETHYST STONE NECKLACE,2,3,29.85,9.95,2
Uncategorised,90180B,PURPLE AMETHYST NECKLACE W TASSEL,3,3,29.85,9.95,3
Kitchenware & Dining,84251B,"GREETING CARD, STICKY GORDON",14,157,29.83,0.19,12
Christmas & Seasonal,22597,CHRISTMAS MUSICAL ZINC HEART ,5,35,29.75,0.85,5
Uncategorised,35913B,WHITE/PINK CHICK EASTER DECORATION,9,35,29.75,0.85,8
Uncategorised,90211A,DIAMOND LAS VEGAS NECKLACE 45CM,3,5,29.75,5.95,3
Bags & Accessories,21040,MODERN VINTAGE COTTON SHOPPING BAG,8,22,29.7,1.67,8
Candles & Lighting,21757,LIGHTHOUSE PRINTED METAL SIGN,3,6,29.7,4.95,3
Home Décor,23530,"WALL ART,ONLY ONE PERSON ",1,6,29.7,4.95,1
Stationery & Cards,90141B,IVORY PENDANT TRIPLE SHELL NECKLACE,2,6,29.7,4.95,2
Uncategorised,90135,ORANGE/WHT/FUSCHIA STONES NECKLACE,1,6,29.7,4.95,1
Uncategorised,90206A,GOLD DIAMANTE STAR BROOCH,3,6,29.7,4.95,2
Uncategorised,35816P,"ACRYLIC JEWEL ANGEL,PINK",2,78,29.64,0.38,2
Stationery & Cards,90067A,PINK VINTAGE VICTORIAN EARRINGS,3,10,29.5,2.95,3
Uncategorised,84465,15 PINK FLUFFY CHICKS IN BOX,7,10,29.5,2.95,7
Uncategorised,90162D,ANT SILVER PURPLE BOUDICCA RING,5,10,29.5,2.95,3
Home Décor,82605,OLD DOC RUSSEL METAL SIGN,3,14,29.4,2.1,3
Bags & Accessories,20670,VIP HOLIDAY PURSE,6,8,29.28,3.9,5
Uncategorised,85030,FRENCH CHATEAU OVAL PLATTER,6,15,29.25,1.95,6
Uncategorised,90214L,"LETTER ""L"" BLING KEY RING",5,51,29.19,0.87,4
Uncategorised,17165D,ASS COL LARGE SAND FROG P'WEIGHT,7,27,28.35,1.05,6
Uncategorised,23380,PACK OF 12 DOILEY TISSUES,2,72,28.08,0.39,2
Stationery & Cards,16254,TRANSPARENT ACRYLIC TAPE DISPENSER,9,31,27.91,1.02,7
Candles & Lighting,84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,3,6,27.9,4.65,3
Uncategorised,90131,PINK/AMETHYST/GOLD NECKLACE,1,4,27.8,6.95,1
Uncategorised,44235,ASSORTED COLOURED CIRCLE MOBILE ,7,65,27.3,0.42,6
Uncategorised,90214E,"LETTER ""E"" BLING KEY RING",8,41,27.25,0.89,6
Uncategorised,84199,GLOW IN DARK DOLPHINS,28,129,27.09,0.21,28
Bags & Accessories,90116,FRUIT SALAD BAG CHARM,3,16,27.04,1.69,3
Uncategorised,85017C,ENVELOPE 50 CURIOUS IMAGES,10,50,27.02,0.64,10
Candles & Lighting,79323P,PINK CHERRY LIGHTS,1,4,27.0,6.75,1
Uncategorised,23702,High Resolution Image,3,4,27.0,8.5,3
Novelty & Gifts,90175D,TIGRIS EYE CHUNKY CHARM BRACELET,2,3,26.85,8.95,2
Christmas & Seasonal,35598A,DUSTY PINK CHRISTMAS TREE 60CM,2,9,26.55,2.95,2
Uncategorised,84675,FROG KING WATERING CAN,2,9,26.55,2.95,2
Uncategorised,90130B,TURQ STONE/CRYSTAL EARRINGS,3,9,26.55,2.95,3
Toys & Games,84539,KNITTED RABBIT DOLL ,1,16,26.4,1.65,1
Uncategorised,90205A,LARGE MINT DIAMANTE HAIRSLIDE,6,16,26.4,1.65,6
Candles & Lighting,72140E,BEST DAD CANDLE LETTERS,8,31,26.35,0.85,8
Stationery & Cards,90064A,WHITE VINTAGE CRYSTAL EARRINGS,3,7,26.25,3.75,3
Uncategorised,90144,SILVER DROP EARRINGS WITH FLOWER,3,7,26.25,3.75,3
Uncategorised,21011,GLITTER SNOW PEAR TREE DECORATION,2,18,26.1,1.45,2
Kitchenware & Dining,84510E,SET OF 4 GREEN CAROUSEL COASTERS,9,25,26.05,1.02,9
Uncategorised,90214S,"LETTER ""S"" BLING KEY RING",6,40,26.0,0.77,5
Uncategorised,90214D,"LETTER ""D"" BLING KEY RING",7,39,25.71,0.98,5
Home Décor,84706D,CHERRY BLOSSOM TABLE CLOCK ,3,6,25.7,4.28,3
Stationery & Cards,84968B,SET OF 16 VINTAGE IVORY CUTLERY,2,2,25.5,12.75,2
Uncategorised,84840,SWEETHEART CARRY-ALL BASKET,3,3,25.5,8.5,3
Uncategorised,90018C,SILVER BLACK ORBIT DROP EARRINGS,3,6,25.5,4.25,3
Uncategorised,90026C,GLASS BEAD HOOP NECKLACE GREEN,2,3,25.5,8.5,2
Uncategorised,90026D,GLASS BEAD HOOP NECKLACE AMETHYST,3,3,25.5,8.5,3
Uncategorised,90029,NEW BAROQUE SMALL NECKLACE BLACK,2,3,25.5,8.5,2
Uncategorised,90208,PAIR OF PINK FLOWER CLUSTER SLIDE,4,10,25.5,2.55,4
Stationery & Cards,20901,VINTAGE KEEPSAKE BOX PINK FLOWER,2,4,25.4,6.35,2
Uncategorised,35910B,PINK FLOWERS RABBIT EASTER,3,13,25.35,1.95,3
Uncategorised,84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,3,15,25.35,1.69,3
Candles & Lighting,23104,IVORY PANTRY HANGING LAMP ,1,2,25.0,12.5,1
Kitchenware & Dining,37468,HARDMAN MUG 3 ASSORTED,12,64,24.96,0.39,11
Uncategorised,23214,BELL HEART ANTIQUE GOLD,1,12,24.96,2.08,1
Bags & Accessories,90125B,AQUA BERTIE GLASS BEAD BAG CHARM,3,19,24.9,1.68,3
Kitchenware & Dining,23240,SET OF 4 KNICK KNACK TINS  DOILEY ,1,6,24.9,4.15,1
Bags & Accessories,90043,COPPER AND BRASS BAG CHARM,2,4,24.81,7.46,2
Home Décor,20820,SILVER LOOKING MIRROR,2,5,24.75,4.95,2
Stationery & Cards,20778,GARDEN PATH NOTEBOOK ,8,15,24.75,1.65,8
Stationery & Cards,90079,VINTAGE ENAMEL & CRYSTAL NECKLACE,2,5,24.75,4.95,2
Uncategorised,84548,CROCHET BEAR RED/BLUE  KEYRING,3,15,24.75,1.65,3
Uncategorised,84854,GIRLY PINK TOOL SET,1,5,24.75,4.95,1
Uncategorised,90040C,MURANO STYLE GLASS BRACELET GOLD,3,7,24.5,3.5,3
Candles & Lighting,79144C,PAINTED LIGHTBULB RAINBOW DESIGN,6,64,24.48,0.41,5
Uncategorised,84993B,75 BLACK PETIT FOUR CASES,17,57,23.94,0.42,16
Kitchenware & Dining,22125,UNION JACK HOT WATER BOTTLE ,1,4,23.8,5.95,1
Uncategorised,90211B,JET BLACK LAS VEGAS NECKLACE 45CM,2,4,23.8,5.95,2
Uncategorised,21357,TOAST ITS - DINOSAUR,10,19,23.75,1.25,9
Bags & Accessories,21336,GOLD WASHBAG,3,8,23.6,2.95,3
Bags & Accessories,47369A,PINK GREEN EMBROIDERY COSMETIC BAG,6,8,23.6,2.95,6
Bags & Accessories,90129D,AMBER GLASS TASSLE BAG CHARM,2,8,23.6,2.95,2
Uncategorised,35909A,RABBIT EASTER DECORATION,3,8,23.6,2.95,3
Uncategorised,35909B,PINK FLOWERS RABBIT EASTER,2,8,23.6,2.95,2
Uncategorised,90012A,MIDNIGHT BLUE DROP CRYSTAL NECKLACE,2,8,23.6,2.95,2
Uncategorised,90014A,SILVER M.O.P. ORBIT NECKLACE,3,8,23.6,2.95,3
Home Décor,23244,CANNISTER VINTAGE LEAF DESIGN,2,12,23.4,1.95,2
Novelty & Gifts,84522,PINK PARTY SUNGLASSES,6,12,23.4,1.95,6
Uncategorised,22246,"GARLAND, MAGIC GARDEN 1.8M",1,12,23.4,1.95,1
Uncategorised,23106,ZINC PLANT POT HOLDER,1,8,23.12,2.89,1
Uncategorised,85195,HANGING HEART BASKET,3,11,23.1,2.1,3
Uncategorised,85206B,PINK FELT EASTER EGG BASKET,4,14,23.1,1.65,4
Candles & Lighting,23145,ZINC T-LIGHT HOLDER STARS LARGE,2,24,22.8,0.95,2
Home Décor,20701,PINK CAT FLORAL CUSHION COVER ,3,6,22.5,3.75,3
Uncategorised,90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,3,6,22.5,3.75,3
Uncategorised,90038A,GLASS AND PAINTED BEADS BRACELET TO,1,6,22.5,3.75,1
Uncategorised,90038B,GLASS AND PAINTED BEADS BRACELET OL,1,6,22.5,3.75,1
Uncategorised,90038C,GLASS AND BEADS BRACELET IVORY,1,6,22.5,3.75,1
Uncategorised,90039A,FIRE POLISHED GLASS BRACELET RED,1,6,22.5,3.75,1
Uncategorised,90039B,FIRE POLISHED GLASS BRACELET MONTAN,1,6,22.5,3.75,1
Uncategorised,90176E,DIAMANTE NECKLACE GREEN,2,3,22.5,7.5,2
Uncategorised,90212C,PURPLE LAS VEGAS BRACELET ROUND,2,6,22.5,3.75,2
Uncategorised,90214M,"LETTER ""M"" BLING KEY RING",5,27,22.23,1.06,3
Uncategorised,84306,S/3 PINK SQUARE PLANTERS ROSES,2,2,21.9,10.95,2
Uncategorised,90035C,"PEARL & SHELL 42""NECKL. IVORY",1,2,21.5,10.75,1
Uncategorised,84387A,BIRD ON BRANCH CANVAS SCREEN,1,11,21.45,1.95,1
Kitchenware & Dining,79191D,RETRO PLASTIC DAISY TRAY,7,25,21.25,0.85,7
Uncategorised,20695,FLORAL BLUE MONSTER,4,5,21.25,4.25,4
Uncategorised,90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,3,5,21.25,4.25,3
Stationery & Cards,16169P,WRAP GREEN RUSSIAN FOLKART ,2,50,21.0,0.42,2
Stationery & Cards,23691,KEEP CALM BIRTHDAY WRAP,2,50,21.0,0.42,2
Stationery & Cards,23692,WRAP A PRETTY THANK YOU,2,50,21.0,0.42,2
Uncategorised,90040A,MURANO STYLE GLASS BRACELET RED,2,6,21.0,3.5,2
Uncategorised,17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,1,72,20.88,0.29,1
Uncategorised,90195B,BLACK GEMSTONE BRACELET,3,3,20.85,6.95,3
Uncategorised,23388,WOODLAND MINI RUCKSACK ,2,5,20.75,4.15,2
Bags & Accessories,90129A,PINK GLASS TASSLE BAG CHARM ,3,7,20.65,2.95,3
Uncategorised,90011B,BLACK CRYSTAL DROP EARRINGS,2,7,20.65,2.95,2
Uncategorised,90177B,DROP DIAMANTE EARRINGS BLACK DIAMON,2,7,20.65,2.95,2
Uncategorised,90202B,WHITE ENAMEL FLOWER HAIR TIE,2,7,20.65,2.95,2
Uncategorised,90202C,GREEN ENAMEL FLOWER HAIR TIE,2,7,20.65,2.95,2
Novelty & Gifts,90085,CRYSTAL STILETTO PHONE CHARM,2,24,20.4,0.85,2
Uncategorised,90096,NECKLACE+BRACELET SET BLUE BLOSSOM,3,8,20.4,2.55,3
